"1 CEDAR ST ,URBANA,IL",40.108203;-88.210296
"1000 N LINCOLN AVE ,URBANA,IL",40.1146456;-88.2193136
"200 E KERR AVE ,URBANA,IL",40.12199;-88.204404
"1000 W BRADLEY AVE ,URBANA,IL",40.1273759;-88.2212734
"300 W PARK ST ,URBANA,IL",40.117429;-88.209886
"1200 W EADS ST ,URBANA,IL",40.123132;-88.224138
"2300 ANTHONY DR ,URBANA,IL",40.135723;-88.195984
"1 ROMINE ST ,URBANA,IL",40.097602;-88.226449
"800 N LINCOLN AVE ,URBANA,IL",40.1146456;-88.2193136
"2000 PHILO RD ,URBANA,IL",40.098565;-88.190744
"2000 N CUNNINGHAM AVE ,URBANA,IL",40.1246611;-88.2007459
"900 N BUSEY AVE ,URBANA,IL",40.1201624;-88.2169541
"1100 W FLORIDA AVE ,URBANA,IL",40.098302;-88.209463
"900 W FLORIDA AVE ,URBANA,IL",40.098302;-88.209463
"1400 W FLORIDA AVE ,URBANA,IL",40.098302;-88.209463
"1 LINCOLN SQ ,URBANA,IL",40.1347341;-88.2196464
"200 W MAIN ST ,URBANA,IL",40.1124211;-88.2093446
"500 VINE ST ,URBANA,IL",40.0984331;-88.2049066
"200 W UNIVERSITY AVE ,URBANA,IL",40.1164184;-88.2216703
"100 E GEORGE HUFF DR ,URBANA,IL",40.091079;-88.204908
"1 CALIFORNIA AVE ,URBANA,IL",40.108431;-88.206235
"1 BRADLEY AVE ,URBANA,IL",40.1273759;-88.2212734
"1 LOT 1 ,URBANA,IL",40.1117174;-88.207301
"300 N HARVEY ST ,URBANA,IL",40.1228469;-88.2224737
"1 KENYON RD ,URBANA,IL",40.1331197;-88.1979037
"1 MATHEWS AVE ,URBANA,IL",40.126633;-88.226706
"1500 RUTLEDGE DR ,URBANA,IL",40.099877;-88.182566
"1 CITY ,URBANA,IL",40.1131753;-88.20866617411498
"1100 W PENN CT ,URBANA,IL",40.100783;-88.19669829642856
"500 N MATHEWS AVE ,URBANA,IL",40.121221;-88.225743
"1100 W MAIN ST ,URBANA,IL",40.1124211;-88.2093446
"900 W HILL ST ,URBANA,IL",40.1192878;-88.2287048
"800 S LINCOLN AVE ,URBANA,IL",40.0982942;-88.2191174
"100 W ILLINOIS ST ,URBANA,IL",40.109129;-88.21452
"600 S VINE ST ,URBANA,IL",40.0984331;-88.2049066
"200 E ILLINOIS ST ,URBANA,IL",40.1092274;-88.2061228
"300 W LOCUST ST ,URBANA,IL",40.113522;-88.210397
"1 CRYSTAL LAKE DR ,URBANA,IL",40.1188505;-88.2047201
"500 N LAKE ST ,URBANA,IL",40.116972;-88.209877
"1 STOUGHTON ST ,URBANA,IL",40.113444;-88.218188
"200 S RACE ST ,URBANA,IL",40.094109;-88.209578
"600 S WALNUT ST ,URBANA,IL",40.106595;-88.20619
"2100 E WASHINGTON ST ,URBANA,IL",40.1058973;-88.1619329
"1 HARVEY ST ,URBANA,IL",40.1228469;-88.2224737
"500 E GREEN ST ,URBANA,IL",40.1108005;-88.2049126
"1 C ,URBANA,IL",40.1117174;-88.207301
"1400 E FLORIDA AVE ,URBANA,IL",40.098366;-88.197856
"1000 E KERR AVE ,URBANA,IL",40.12199;-88.204404
"500 E UNIVERSITY AVE ,URBANA,IL",40.115611;-88.186623
"1200 S LINCOLN AVE ,URBANA,IL",40.0982942;-88.2191174
"1100 N LINCOLN AVE ,URBANA,IL",40.1146456;-88.2193136
"500 N BUSEY AVE ,URBANA,IL",40.1201624;-88.2169541
"200 E ELM ST ,URBANA,IL",40.1116652;-88.2069953
"800 E KERR AVE ,URBANA,IL",40.12199;-88.204404
"1 WRIGHT ST ,URBANA,IL",40.116868;-88.228845
"1200 N COLER AVE ,URBANA,IL",40.127903;-88.2160786
"1300 N BERKLEY AVE ,URBANA,IL",40.122511;-88.206457
"1200 ELLIS DR ,URBANA,IL",40.124045;-88.225755
"1900 E WASHINGTON ST ,URBANA,IL",40.1058973;-88.1619329
"2000 N LINCOLN AVE ,URBANA,IL",40.1146456;-88.2193136
"100 S LIERMAN AVE ,URBANA,IL",40.1091376;-88.1887677
"1900 KENYON RD ,URBANA,IL",40.1331197;-88.1979037
"1 HAGAN BLVD ,URBANA,IL",40.1343833;-88.2042931
"100 S RACE ST ,URBANA,IL",40.094109;-88.209578
"700 W SPRINGFIELD AVE ,URBANA,IL",40.1127643;-88.2247665
"400 E HIGH ST ,URBANA,IL",40.11002;-88.200995
